idacr,idnum,year,totimp,totexp,tottrade
GUA,90,1962,115.47,133.21,248.68
GUA,90,1963,156.94,164.22,321.17
GUA,90,1964,167.04,201.89,368.93
GUA,90,1965,190.16,231.62,421.79
GUA,90,1966,229.46,216.44,445.90
GUA,90,1967,202.67,250.78,453.45
GUA,90,1968,230.30,255.72,486.02
GUA,90,1969,257.58,255.17,512.75
GUA,90,1970,297.60,287.87,585.46
GUA,90,1971,288.71,305.52,594.23
GUA,90,1972,326.88,327.91,654.79
GUA,90,1973,431.35,433.91,865.26
GUA,90,1974,569.99,703.92,1273.91
GUA,90,1975,620.35,723.15,1343.51
GUA,90,1976,773.33,817.23,1590.56
GUA,90,1977,1161.69,1016.21,2177.90
GUA,90,1978,1087.54,1247.91,2335.46
GUA,90,1979,1225.92,1445.26,2671.18
GUA,90,1980,1493.68,1484.38,2978.06
GUA,90,1981,1191.28,1574.14,2765.42
GUA,90,1982,1075.70,1273.09,2348.80
GUA,90,1983,1103.36,1065.39,2168.75
GUA,90,1984,1144.68,1204.38,2349.07
GUA,90,1985,1014.54,1133.54,2148.08
GUA,90,1986,1047.63,962.10,2009.72
GUA,90,1987,965.97,1430.68,2396.65
GUA,90,1988,972.81,1532.44,2505.25
GUA,90,1989,1054.43,1639.91,2694.34
GUA,90,1990,1152.63,1610.51,2763.14
GUA,90,1991,1209.64,1838.89,3048.53
GUA,90,1992,1308.38,2535.28,3843.66
GUA,90,1993,1342.97,2529.03,3872.00
GUA,90,1994,1508.76,2572.15,4080.91
GUA,90,1995,1922.45,3158.59,5081.04
GUA,90,1996,2025.51,3061.17,5086.68
GUA,90,1997,3082.03,4137.77,7219.79
GUA,90,1998,3922.66,5558.73,9481.39
GUA,90,1999,3928.24,5598.33,9526.57
GUA,90,2000,4357.90,5930.04,10287.95
HON,91,1948,22.01,36.30,58.31
HON,91,1949,20.27,40.96,61.23
HON,91,1950,23.48,37.01,60.49
HON,91,1951,34.64,50.52,85.15
HON,91,1952,62.15,62.72,124.87
HON,91,1953,67.77,57.52,125.29
HON,91,1954,60.24,56.07,116.32
HON,91,1955,48.59,58.74,107.33
HON,91,1956,73.61,64.63,138.25
HON,91,1957,65.75,73.87,139.62
HON,91,1958,69.26,64.65,133.91
HON,91,1959,69.67,60.60,130.27
HON,91,1960,64.36,70.42,134.78
HON,91,1961,66.90,70.35,137.25
HON,91,1962,81.57,78.38,159.95
HON,91,1963,85.89,93.53,179.42
HON,91,1964,97.30,100.23,197.52
HON,91,1965,128.12,121.59,249.71
HON,91,1966,150.54,149.65,300.19
HON,91,1967,166.78,164.28,331.06
HON,91,1968,177.78,182.23,360.01
HON,91,1969,169.64,184.51,354.15
HON,91,1970,173.05,220.95,393.99
HON,91,1971,185.85,192.78,378.63
HON,91,1972,195.97,191.12,387.09
HON,91,1973,251.19,260.53,511.72
HON,91,1974,263.23,374.67,637.90
HON,91,1975,306.16,405.42,711.58
HON,91,1976,395.98,454.07,850.05
HON,91,1977,522.05,577.12,1099.17
HON,91,1978,614.10,695.31,1309.41
HON,91,1979,747.14,820.89,1568.03
HON,91,1980,836.84,997.79,1834.63
HON,91,1981,734.55,950.81,1685.36
HON,91,1982,674.89,684.44,1359.33
HON,91,1983,666.96,811.13,1478.09
HON,91,1984,737.87,952.52,1690.39
HON,91,1985,783.82,886.25,1670.07
HON,91,1986,790.87,752.12,1542.99
HON,91,1987,793.94,806.28,1600.22
HON,91,1988,841.20,874.19,1715.39
HON,91,1989,852.89,940.67,1793.56
HON,91,1990,813.74,894.01,1707.75
HON,91,1991,817.87,941.77,1759.64
HON,91,1992,522.25,681.03,1203.28
HON,91,1993,1375.24,1774.59,3149.83
HON,91,1994,662.03,1274.46,1936.49
HON,91,1995,2116.11,2369.05,4485.16
HON,91,1996,2496.27,2921.78,5418.06
HON,91,1997,1526.93,2273.00,3799.93
HON,91,1998,1543.74,2539.91,4083.64
HON,91,1999,3486.51,4106.83,7593.35
HON,91,2000,3970.18,4648.76,8618.94
SAL,92,1948,45.26,41.04,86.30
SAL,92,1949,55.72,39.36,95.07
SAL,92,1950,71.35,47.47,118.83
SAL,92,1951,86.12,64.38,150.50
SAL,92,1952,90.20,68.50,158.70
SAL,92,1953,90.17,72.72,162.89
SAL,92,1954,107.29,88.54,195.84
SAL,92,1955,110.42,93.37,203.79
SAL,92,1956,116.39,106.23,222.62
SAL,92,1957,140.24,116.79,257.03
SAL,92,1958,117.89,110.13,228.02
SAL,92,1959,114.91,101.15,216.06
SAL,92,1960,118.86,123.59,242.45
SAL,92,1961,121.47,109.71,231.18
SAL,92,1962,138.89,126.24,265.13
SAL,92,1963,155.92,152.86,308.77
SAL,92,1964,180.04,190.59,370.63
SAL,92,1965,189.82,199.46,389.28
SAL,92,1966,195.49,219.32,414.81
SAL,92,1967,210.06,220.49,430.55
SAL,92,1968,214.10,212.11,426.21
SAL,92,1969,203.74,210.39,414.12
SAL,92,1970,231.10,214.83,445.93
SAL,92,1971,233.14,250.30,483.44
SAL,92,1972,276.58,279.00,555.58
SAL,92,1973,361.35,376.99,738.34
SAL,92,1974,456.71,568.49,1025.21
SAL,92,1975,513.94,601.54,1115.48
SAL,92,1976,712.54,720.98,1433.52
SAL,92,1977,984.31,939.71,1924.02
SAL,92,1978,817.90,1028.87,1846.77
SAL,92,1979,1221.43,1032.03,2253.47
SAL,92,1980,1072.86,970.48,2043.34
SAL,92,1981,642.26,907.79,1550.05
SAL,92,1982,717.67,858.55,1576.22
SAL,92,1983,738.51,896.24,1634.76
SAL,92,1984,707.87,982.85,1690.71
SAL,92,1985,703.67,967.35,1671.02
SAL,92,1986,756.33,885.23,1641.56
SAL,92,1987,612.21,975.95,1588.16
SAL,92,1988,633.81,991.83,1625.63
SAL,92,1989,522.81,1131.28,1654.09
SAL,92,1990,599.99,1238.36,1838.35
SAL,92,1991,601.91,1374.20,1976.11
SAL,92,1992,618.92,1720.26,2339.18
SAL,92,1993,758.80,1907.76,2666.56
SAL,92,1994,1271.79,2517.08,3788.87
SAL,92,1995,1567.48,2731.80,4299.29
SAL,92,1996,1092.49,2650.56,3743.05
SAL,92,1997,1504.77,2931.39,4436.16
SAL,92,1998,1423.18,3109.43,4532.61
SAL,92,1999,1403.50,3154.10,4557.60
SAL,92,2000,1522.86,3723.40,5246.26
NIC,93,1948,26.89,25.99,52.88
NIC,93,1949,27.65,21.40,49.05
NIC,93,1950,39.53,27.00,66.53
NIC,93,1951,51.75,31.07,82.82
NIC,93,1952,56.64,41.26,97.90
NIC,93,1953,58.89,45.11,104.00
NIC,93,1954,68.86,61.84,130.70
NIC,93,1955,86.20,67.08,153.28
NIC,93,1956,71.51,64.90,136.41
NIC,93,1957,78.42,76.32,154.73
NIC,93,1958,78.07,72.83,150.90
NIC,93,1959,78.75,62.74,141.48
NIC,93,1960,71.55,67.64,139.19
NIC,93,1961,74.32,70.05,144.37
NIC,93,1962,96.42,93.86,190.27
NIC,93,1963,112.40,107.36,219.76
NIC,93,1964,133.91,137.48,271.38
NIC,93,1965,153.89,160.72,314.60
NIC,93,1966,147.92,181.66,329.58
NIC,93,1967,160.76,205.14,365.89
NIC,93,1968,166.97,183.62,350.60
NIC,93,1969,164.87,176.02,340.89
NIC,93,1970,187.58,198.66,386.23
NIC,93,1971,193.44,209.55,402.98
NIC,93,1972,254.84,219.29,474.13
NIC,93,1973,274.27,326.26,600.53
NIC,93,1974,380.46,556.46,936.91
NIC,93,1975,375.05,513.69,888.74
NIC,93,1976,523.65,527.50,1051.15
NIC,93,1977,635.93,751.48,1387.41
NIC,93,1978,624.05,584.35,1208.40
NIC,93,1979,582.03,360.42,942.45
NIC,93,1980,455.64,872.41,1328.04
NIC,93,1981,490.74,994.86,1485.60
NIC,93,1982,389.44,764.78,1154.22
NIC,93,1983,438.44,820.98,1259.41
NIC,93,1984,411.91,822.59,1234.50
NIC,93,1985,296.82,1068.57,1365.39
NIC,93,1986,301.81,829.50,1131.32
NIC,93,1987,278.52,774.40,1052.92
NIC,93,1988,263.28,787.26,1050.54
NIC,93,1989,286.49,599.13,885.62
NIC,93,1990,346.00,653.66,999.66
NIC,93,1991,290.91,652.47,943.38
NIC,93,1992,279.71,893.40,1173.11
NIC,93,1993,276.73,686.95,963.68
NIC,93,1994,347.65,769.78,1117.43
NIC,93,1995,505.34,976.36,1481.70
NIC,93,1996,653.94,1146.03,1799.97
NIC,93,1997,841.36,1506.77,2348.13
NIC,93,1998,674.38,1604.27,2278.65
NIC,93,1999,1043.45,1562.52,2605.96
NIC,93,2000,1275.59,1824.47,3100.06
COS,94,1948,46.45,40.00,86.45
COS,94,1949,32.05,41.98,74.03
COS,94,1950,55.54,44.10,99.64
COS,94,1951,63.05,55.01,118.07
COS,94,1952,73.16,65.74,138.89
COS,94,1953,87.96,71.86,159.82
COS,94,1954,86.26,78.28,164.54
COS,94,1955,82.96,87.01,169.97
COS,94,1956,70.47,88.87,159.34
COS,94,1957,84.17,99.83,184.01
COS,94,1958,92.88,97.28,190.16
COS,94,1959,76.98,102.00,178.98
COS,94,1960,86.79,109.83,196.62
COS,94,1961,81.58,104.45,186.04
COS,94,1962,89.99,110.88,200.87
COS,94,1963,93.49,122.91,216.39
COS,94,1964,113.39,136.70,250.09
COS,94,1965,113.49,174.49,287.98
COS,94,1966,140.60,177.05,317.65
COS,94,1967,143.61,193.41,337.01
COS,94,1968,171.31,217.81,389.12
COS,94,1969,196.36,245.62,441.98
COS,94,1970,230.01,315.05,545.05
COS,94,1971,231.36,347.79,579.15
COS,94,1972,281.01,373.61,654.62
COS,94,1973,343.88,453.24,797.12
COS,94,1974,442.73,706.50,1149.23
COS,94,1975,500.59,683.00,1183.59
COS,94,1976,591.72,749.82,1341.54
COS,94,1977,826.60,964.77,1791.37
COS,94,1978,813.50,1068.57,1882.08
COS,94,1979,937.03,1277.70,2214.73
COS,94,1980,980.11,1427.61,2407.73
COS,94,1981,1013.86,1184.86,2198.72
COS,94,1982,869.31,881.40,1750.71
COS,94,1983,866.24,948.70,1814.94
COS,94,1984,981.70,1064.67,2046.37
COS,94,1985,943.91,1073.76,2017.67
COS,94,1986,1102.75,1127.03,2229.78
COS,94,1987,1130.38,1360.94,2491.33
COS,94,1988,1235.51,1389.18,2624.69
COS,94,1989,1408.07,1711.90,3119.97
COS,94,1990,1450.06,1985.51,3435.57
COS,94,1991,1623.36,1859.20,3482.56
COS,94,1992,1884.04,2783.14,4667.18
COS,94,1993,2778.18,2922.76,5700.95
COS,94,1994,3371.15,3572.30,6943.45
COS,94,1995,3599.71,3622.68,7222.39
COS,94,1996,3905.24,3743.86,7649.09
COS,94,1997,4051.31,4432.23,8483.54
COS,94,1998,5584.60,5918.66,11503.26
COS,94,1999,7069.70,6002.69,13072.39
COS,94,2000,7427.64,5877.59,13305.23
PAN,95,1948,19.10,65.29,84.40
PAN,95,1949,17.97,67.75,85.72
PAN,95,1950,18.96,72.90,91.86
PAN,95,1951,31.18,88.48,119.65
PAN,95,1952,25.58,86.97,112.55
PAN,95,1953,32.10,77.40,109.50
PAN,95,1954,38.53,73.57,112.10
PAN,95,1955,50.46,77.96,128.42
PAN,95,1956,44.91,92.16,137.07
PAN,95,1957,53.97,111.47,165.43
PAN,95,1958,60.81,88.42,149.23
PAN,95,1959,59.13,93.48,152.61
PAN,95,1960,62.16,102.66,164.82
PAN,95,1961,63.78,123.27,187.06
PAN,95,1962,92.13,139.62,231.75
PAN,95,1963,87.13,166.61,253.74
PAN,95,1964,82.39,172.15,254.54
PAN,95,1965,81.43,200.11,281.54
PAN,95,1966,107.53,221.21,328.74
PAN,95,1967,100.77,233.06,333.83
PAN,95,1968,137.76,251.83,389.59
PAN,95,1969,130.09,278.05,408.14
PAN,95,1970,143.49,320.90,464.38
PAN,95,1971,162.00,353.88,515.87
PAN,95,1972,172.18,383.60,555.78
PAN,95,1973,215.18,447.42,662.60
PAN,95,1974,290.25,768.63,1058.88
PAN,95,1975,380.58,877.96,1258.54
PAN,95,1976,416.50,832.20,1248.70
PAN,95,1977,469.71,882.28,1351.99
PAN,95,1978,432.18,998.58,1430.76
PAN,95,1979,470.11,1231.42,1701.53
PAN,95,1980,660.48,1574.53,2235.01
PAN,95,1981,448.14,1680.77,2128.91
PAN,95,1982,453.16,1658.93,2112.09
PAN,95,1983,522.44,1398.13,1920.58
PAN,95,1984,836.97,1419.13,2256.10
PAN,95,1985,1068.88,1434.71,2503.59
PAN,95,1986,726.37,1397.11,2123.48
PAN,95,1987,842.06,1486.25,2328.30
PAN,95,1988,878.07,1003.49,1881.56
PAN,95,1989,1311.55,1195.23,2506.78
PAN,95,1990,1124.19,1470.99,2595.18
PAN,95,1991,531.87,1693.88,2225.75
PAN,95,1992,1069.20,2115.48,3184.68
PAN,95,1993,1170.04,2186.39,3356.43
PAN,95,1994,888.71,2560.53,3449.24
PAN,95,1995,1493.82,9916.65,11410.47
PAN,95,1996,2703.45,17034.13,19737.58
PAN,95,1997,1498.04,3548.25,5046.29
PAN,95,1998,1191.06,3713.08,4904.14
PAN,95,1999,1192.57,4027.44,5220.01
PAN,95,2000,1320.37,4153.83,5474.20
COL,100,1948,265.90,331.10,597.00
COL,100,1949,297.66,262.66,560.32
COL,100,1950,377.58,363.21,740.79
COL,100,1951,430.62,416.66,847.28
COL,100,1952,443.25,406.74,849.99
COL,100,1953,562.47,527.03,1089.50
COL,100,1954,618.79,653.88,1272.67
COL,100,1955,555.23,658.17,1213.40
COL,100,1956,563.59,648.56,1212.15
COL,100,1957,473.16,475.65,948.81
COL,100,1958,431.81,403.89,835.70
COL,100,1959,460.13,418.50,878.63
COL,100,1960,453.77,514.23,968.00
COL,100,1961,424.67,540.32,964.99
COL,100,1962,460.21,536.34,996.54
COL,100,1963,448.94,503.69,952.63
COL,100,1964,549.09,589.68,1138.77
COL,100,1965,542.26,461.12,1003.37
COL,100,1966,508.21,679.14,1187.35
COL,100,1967,514.06,502.56,1016.62
COL,100,1968,553.77,651.95,1205.72
COL,100,1969,586.21,692.73,1278.93
COL,100,1970,698.71,852.86,1551.57
COL,100,1971,685.98,936.36,1622.34
COL,100,1972,855.65,867.91,1723.56
COL,100,1973,1157.20,1070.41,2227.61
COL,100,1974,1394.40,1605.92,3000.32
COL,100,1975,1458.69,1496.08,2954.77
COL,100,1976,1734.00,1710.03,3444.03
COL,100,1977,2418.05,2006.50,4424.56
COL,100,1978,3030.84,2771.88,5802.71
COL,100,1979,3304.71,3184.43,6489.13
COL,100,1980,3916.07,4481.57,8397.64
COL,100,1981,2941.34,5024.42,7965.75
COL,100,1982,3080.17,5325.88,8406.05
COL,100,1983,2958.26,4801.86,7760.11
COL,100,1984,3350.14,4387.84,7737.97
COL,100,1985,3435.12,4069.30,7504.42
COL,100,1986,5051.87,3890.48,8942.36
COL,100,1987,4918.15,4187.78,9105.93
COL,100,1988,4977.84,4902.95,9880.79
COL,100,1989,5687.63,4990.63,10678.25
COL,100,1990,6595.46,5484.71,12080.17
COL,100,1991,7008.49,4856.93,11865.42
COL,100,1992,6898.89,6543.06,13441.95
COL,100,1993,7271.98,9717.86,16989.85
COL,100,1994,8847.33,11744.06,20591.39
COL,100,1995,9572.82,13695.66,23268.49
COL,100,1996,10267.07,14123.54,24390.61
COL,100,1997,11394.54,15261.95,26656.48
COL,100,1998,10784.54,14412.85,25197.40
COL,100,1999,11524.63,10700.29,22224.93
COL,100,2000,13044.51,11737.62,24782.12
VEN,101,1948,417.36,723.06,1140.41
VEN,101,1949,637.97,695.95,1333.92
VEN,101,1950,746.49,568.59,1315.09
VEN,101,1951,828.80,664.55,1493.35
VEN,101,1952,953.44,790.26,1743.70
VEN,101,1953,1142.76,850.91,1993.67
VEN,101,1954,1391.47,925.65,2317.13
VEN,101,1955,1709.40,991.06,2700.46
VEN,101,1956,1634.76,1055.16,2689.91
VEN,101,1957,1688.12,1684.07,3372.19
VEN,101,1958,1686.67,1447.08,3133.76
VEN,101,1959,1712.73,1442.81,3155.54
VEN,101,1960,1839.42,1095.77,2935.19
VEN,101,1961,1710.04,1031.66,2741.70
VEN,101,1962,1947.16,1030.76,2977.91
VEN,101,1963,1989.88,913.91,2903.79
VEN,101,1964,2121.71,1185.51,3307.22
VEN,101,1965,2128.54,1360.69,3489.24
VEN,101,1966,2122.40,1248.25,3370.66
VEN,101,1967,2214.57,1379.64,3594.20
VEN,101,1968,2245.90,1598.33,3844.23
VEN,101,1969,2289.59,1609.44,3899.02
VEN,101,1970,2498.62,1818.81,4317.43
VEN,101,1971,2549.00,1870.36,4419.36
VEN,101,1972,2351.31,2186.02,4537.33
VEN,101,1973,3842.58,2560.94,6403.52
VEN,101,1974,8586.32,3834.15,12420.48
VEN,101,1975,6747.47,5354.52,12101.99
VEN,101,1976,7004.01,6426.57,13430.58
VEN,101,1977,7475.59,8894.79,16370.38
VEN,101,1978,6970.56,10509.36,17479.92
VEN,101,1979,10868.06,9597.04,20465.10
VEN,101,1980,14473.83,11069.08,25542.91
VEN,101,1981,15361.31,12005.63,27366.94
VEN,101,1982,13554.21,11577.42,25131.63
VEN,101,1983,13178.86,5650.55,18829.41
VEN,101,1984,13234.02,6885.72,20119.74
VEN,101,1985,13369.20,7119.35,20488.55
VEN,101,1986,7105.64,7515.92,14621.57
VEN,101,1987,7832.23,8614.44,16446.67
VEN,101,1988,8837.95,11324.68,20162.63
VEN,101,1989,11289.97,6814.20,18104.16
VEN,101,1990,15834.08,6056.79,21890.88
VEN,101,1991,14183.71,9952.89,24136.60
VEN,101,1992,12143.85,12216.30,24360.16
VEN,101,1993,13174.75,11131.55,24306.30
VEN,101,1994,15705.58,8214.83,23920.41
VEN,101,1995,17762.33,11034.96,28797.29
VEN,101,1996,21583.85,10892.32,32476.17
VEN,101,1997,20061.52,12146.93,32208.44
VEN,101,1998,12636.11,12919.09,25555.20
VEN,101,1999,17441.71,11533.93,28975.65
VEN,101,2000,26567.81,13102.47,39670.28
GUY,110,1966,112.35,112.51,224.86
GUY,110,1967,119.15,120.30,239.45
GUY,110,1968,122.07,125.01,247.08
GUY,110,1969,141.37,129.46,270.84
GUY,110,1970,127.26,115.85,243.11
GUY,110,1971,146.74,119.01,265.75
GUY,110,1972,135.66,141.57,277.23
GUY,110,1973,130.58,171.14,301.73
GUY,110,1974,263.92,259.12,523.04
GUY,110,1975,356.59,330.84,687.43
GUY,110,1976,264.92,380.24,645.16
GUY,110,1977,250.08,305.60,555.68
GUY,110,1978,285.37,265.57,550.94
GUY,110,1979,289.79,286.76,576.55
GUY,110,1980,388.80,315.25,704.05
GUY,110,1981,348.54,461.85,810.39
GUY,110,1982,259.19,274.66,533.85
GUY,110,1983,188.01,220.65,408.66
GUY,110,1984,210.47,187.81,398.28
GUY,110,1985,222.24,198.14,420.38
GUY,110,1986,222.94,211.26,434.20
GUY,110,1987,254.57,168.19,422.76
GUY,110,1988,231.37,165.54,396.91
GUY,110,1989,236.13,201.72,437.85
GUY,110,1990,235.46,236.16,471.62
GUY,110,1991,297.09,275.49,572.58
GUY,110,1992,363.22,350.02,713.24
GUY,110,1993,423.25,451.29,874.54
GUY,110,1994,457.20,283.28,740.48
GUY,110,1995,465.69,359.99,825.68
GUY,110,1996,543.45,497.63,1041.08
GUY,110,1997,606.41,547.01,1153.43
GUY,110,1998,585.50,517.72,1103.22
GUY,110,1999,591.11,513.94,1105.05
GUY,110,2000,620.90,535.38,1156.28
SUR,115,1975,234.53,303.70,538.23
SUR,115,1976,265.09,320.53,585.62
SUR,115,1977,300.07,395.74,695.82
SUR,115,1978,356.42,408.26,764.68
SUR,115,1979,401.03,430.27,831.31
SUR,115,1980,436.17,484.74,920.90
SUR,115,1981,442.36,538.42,980.78
SUR,115,1982,390.24,510.33,900.56
SUR,115,1983,338.72,409.90,748.62
SUR,115,1984,347.23,337.80,685.03
SUR,115,1985,328.74,297.83,626.57
SUR,115,1986,331.27,299.69,630.96
SUR,115,1987,315.02,261.35,576.37
SUR,115,1988,407.59,331.14,738.73
SUR,115,1989,536.50,429.15,965.65
SUR,115,1990,463.26,455.96,919.22
SUR,115,1991,386.25,489.97,876.22
SUR,115,1992,379.93,541.40,921.33
SUR,115,1993,369.70,964.32,1334.01
SUR,115,1994,351.89,440.35,792.24
SUR,115,1995,472.91,495.00,967.91
SUR,115,1996,508.01,586.79,1094.80
SUR,115,1997,785.40,705.35,1490.76
SUR,115,1998,519.26,616.07,1135.33
SUR,115,1999,659.49,566.56,1226.05
SUR,115,2000,588.17,521.05,1109.22
ECU,130,1948,47.09,53.57,100.66
ECU,130,1949,82.30,57.37,139.68
ECU,130,1950,114.93,52.76,167.69
ECU,130,1951,108.70,69.84,178.54
ECU,130,1952,130.79,71.58,202.37
ECU,130,1953,127.88,77.49,205.37
ECU,130,1954,154.70,105.93,260.63
ECU,130,1955,144.94,109.63,254.57
ECU,130,1956,152.28,103.44,255.72
ECU,130,1957,158.35,103.07,261.42
ECU,130,1958,189.93,109.23,299.16
ECU,130,1959,192.26,111.75,304.01
ECU,130,1960,183.80,123.68,307.48
ECU,130,1961,159.13,121.36,280.48
ECU,130,1962,180.34,116.57,296.91
ECU,130,1963,196.27,149.86,346.13
ECU,130,1964,196.02,172.28,368.30
ECU,130,1965,198.36,175.21,373.57
ECU,130,1966,216.05,185.21,401.26
ECU,130,1967,235.84,230.19,466.03
ECU,130,1968,278.16,267.40,545.56
ECU,130,1969,236.38,254.52,490.90
ECU,130,1970,271.48,286.51,558.00
ECU,130,1971,289.72,353.31,643.04
ECU,130,1972,415.66,335.96,751.62
ECU,130,1973,595.81,413.48,1009.29
ECU,130,1974,1197.53,696.29,1893.81
ECU,130,1975,1047.39,1019.01,2066.40
ECU,130,1976,1342.84,979.14,2321.98
ECU,130,1977,1577.51,1228.00,2805.51
ECU,130,1978,1711.58,1526.20,3237.78
ECU,130,1979,1795.00,1619.99,3414.99
ECU,130,1980,2054.17,2133.73,4187.90
ECU,130,1981,2343.79,2281.84,4625.64
ECU,130,1982,2295.31,2018.48,4313.79
ECU,130,1983,2253.51,1464.24,3717.74
ECU,130,1984,2598.27,1813.32,4411.59
ECU,130,1985,3060.09,1902.38,4962.48
ECU,130,1986,2256.26,1834.95,4091.21
ECU,130,1987,1883.59,2134.18,4017.77
ECU,130,1988,2014.87,1704.46,3719.32
ECU,130,1989,2294.13,1886.61,4180.74
ECU,130,1990,2304.27,1915.34,4219.60
ECU,130,1991,2985.17,2419.48,5404.65
ECU,130,1992,3107.39,2542.85,5650.24
ECU,130,1993,3085.61,2627.22,5712.83
ECU,130,1994,3994.73,3648.14,7642.88
ECU,130,1995,4453.93,4202.90,8656.83
ECU,130,1996,5297.85,4628.73,9926.59
ECU,130,1997,5473.54,4488.45,9962.00
ECU,130,1998,4385.15,5598.22,9983.37
ECU,130,1999,5075.15,3449.20,8524.35
ECU,130,2000,5700.15,3979.19,9679.35
PER,135,1948,158.42,151.08,309.50
PER,135,1949,161.90,160.75,322.65
PER,135,1950,199.51,177.20,376.71
PER,135,1951,257.78,262.44,520.22
PER,135,1952,245.93,269.27,515.20
PER,135,1953,230.63,275.17,505.80
PER,135,1954,251.10,238.70,489.80
PER,135,1955,271.66,280.91,552.57
PER,135,1956,305.87,336.43,642.30
PER,135,1957,318.49,372.02,690.51
PER,135,1958,285.53,315.12,600.65
PER,135,1959,306.14,277.96,584.10
PER,135,1960,418.21,345.89,764.10
PER,135,1961,485.93,432.16,918.09
PER,135,1962,536.40,495.14,1031.54
PER,135,1963,547.32,512.90,1060.21
PER,135,1964,676.58,531.55,1208.13
PER,135,1965,680.68,666.71,1347.39
PER,135,1966,778.00,744.10,1522.10
PER,135,1967,784.20,742.67,1526.86
PER,135,1968,879.35,578.83,1458.17
PER,135,1969,874.52,558.20,1432.72
PER,135,1970,1059.14,573.63,1632.76
PER,135,1971,905.01,696.75,1601.75
PER,135,1972,961.02,740.91,1701.93
PER,135,1973,1054.33,944.58,1998.91
PER,135,1974,1532.30,1408.74,2941.03
PER,135,1975,1340.11,2152.26,3492.37
PER,135,1976,1319.29,1713.62,3032.91
PER,135,1977,1667.30,1610.73,3278.03
PER,135,1978,1821.05,1239.66,3060.72
PER,135,1979,3316.99,1357.60,4674.59
PER,135,1980,3751.79,2028.87,5780.66
PER,135,1981,2948.13,2846.84,5794.97
PER,135,1982,2934.72,3031.05,5965.77
PER,135,1983,2479.55,2025.86,4505.41
PER,135,1984,2759.12,1489.35,4248.46
PER,135,1985,2954.30,1399.79,4354.10
PER,135,1986,2491.50,1826.40,4317.90
PER,135,1987,2604.43,2855.71,5460.14
PER,135,1988,2646.25,2111.74,4757.99
PER,135,1989,3309.04,2038.51,5347.55
PER,135,1990,3323.99,2490.66,5814.66
PER,135,1991,3051.46,2477.34,5528.80
PER,135,1992,3447.47,3647.32,7094.79
PER,135,1993,3458.20,3981.17,7439.37
PER,135,1994,4479.74,5528.28,10008.02
PER,135,1995,5470.32,7450.67,12920.98
PER,135,1996,5792.54,7641.65,13434.19
PER,135,1997,6859.53,8278.09,15137.61
PER,135,1998,5790.05,7924.79,13714.84
PER,135,1999,6063.58,6638.30,12701.88
PER,135,2000,6903.12,7228.56,14131.68
BRA,140,1948,1134.72,1042.91,2177.62
BRA,140,1949,1076.34,1026.73,2103.06
BRA,140,1950,1339.84,986.33,2326.16
BRA,140,1951,1739.11,1877.23,3616.34
BRA,140,1952,1397.85,1869.93,3267.78
BRA,140,1953,1518.57,1198.57,2717.14
BRA,140,1954,1542.04,1494.14,3036.18
BRA,140,1955,1419.88,1215.58,2635.46
BRA,140,1956,1478.93,1133.43,2612.37
BRA,140,1957,1389.34,1396.24,2785.59
BRA,140,1958,1223.08,1236.55,2459.63
BRA,140,1959,1252.81,1243.24,2496.06
BRA,140,1960,1261.44,1346.20,2607.64
BRA,140,1961,1373.21,1390.40,2763.60
BRA,140,1962,1199.80,1446.60,2646.40
BRA,140,1963,1421.34,1461.14,2882.47
BRA,140,1964,1428.05,1246.65,2674.70
BRA,140,1965,1600.59,1106.15,2706.74
BRA,140,1966,1732.42,1511.43,3243.85
BRA,140,1967,1669.48,1657.18,3326.67
BRA,140,1968,1881.54,2114.69,3996.23
BRA,140,1969,2283.11,2246.20,4529.31
BRA,140,1970,2709.06,2836.52,5545.57
BRA,140,1971,2878.95,3685.13,6564.09
BRA,140,1972,3962.49,4782.80,8745.29
BRA,140,1973,6136.30,6976.54,13112.84
BRA,140,1974,7835.71,14096.76,21932.47
BRA,140,1975,8529.35,13578.06,22107.41
BRA,140,1976,9988.17,13819.89,23808.05
BRA,140,1977,12014.05,13234.39,25248.43
BRA,140,1978,12473.46,15221.31,27694.77
BRA,140,1979,15047.78,19745.26,34793.04
BRA,140,1980,19794.73,24934.15,44728.88
BRA,140,1981,22908.86,24081.91,46990.77
BRA,140,1982,19815.44,21047.10,40862.54
BRA,140,1983,21469.22,16776.39,38245.61
BRA,140,1984,26607.07,15801.87,42408.93
BRA,140,1985,25144.03,15017.27,40161.30
BRA,140,1986,22133.10,15516.73,37649.83
BRA,140,1987,25908.02,16536.02,42444.04
BRA,140,1988,32267.13,16005.99,48273.13
BRA,140,1989,32491.81,19960.07,52451.88
BRA,140,1990,30944.98,22895.84,53840.82
BRA,140,1991,31167.83,22979.33,54147.15
BRA,140,1992,36490.38,20235.11,56725.49
BRA,140,1993,38092.89,27419.99,65512.88
BRA,140,1994,42731.05,32798.27,75529.32
BRA,140,1995,45852.79,48853.83,94706.62
BRA,140,1996,46816.69,58105.34,104922.03
BRA,140,1997,52979.18,61683.31,114662.49
BRA,140,1998,50418.77,57940.08,108358.85
BRA,140,1999,47528.76,50288.18,97816.93
BRA,140,2000,54584.78,56305.61,110890.38
BOL,145,1948,113.80,73.63,187.44
BOL,145,1949,101.72,85.08,186.80
